charityID,charityNumFilings,designationID,categoryID,charityName,charityAccount,charityRegistrationDate,charityLanguage,charityAddress,charityCity,provinceID,charityPostalCode,countryID,charityContactPhone,charityEmail,charityURL
762791093RR0001,6,C,C170-1,The ReUse People of Canada,The ReUse People of Canada,2018-02-22,1,"550 BURRARD STREET, SUITE 2300",VANCOUVER,BC,V6C2B5,CA,,,
762832269RR0001,1,C,C170-99,MVZEIF,MVZEIF,2023-01-01,1,2800 - 555 HASTINGS ST W,VANCOUVER,BC,V6B4N6,CA,,info@zeic.ca,www.zeic.ca
764037495RR0001,2,C,C170-2,Fondation Coule pas chez nous,Fondation Coule pas chez nous,2022-06-08,2,141 132 RTE E,BONAVENTURE,QC,G0C1E0,CA,,info@coulepascheznous.com,www.coulepascheznous.com
764056891RR0001,8,C,C170-1,"10,000 TREES FOR THE ROUGE","10,000 Trees For the Rouge",2017-01-10,1,1774 EASTBANK RD,PICKERING,ON,L1V3J9,CA,(905)420-9022,treasurer@10000trees.com,www.10000trees.com
764176467RR0001,2,C,C170-1,LIVING FOREST INSTITUTE SOCIETY,Living Forest Institute Society,2022-05-31,1,439 OCEAN VIEW DR,GIBSONS,BC,V0N1V5,CA,(778)338-4142,info@livingforestinstitute.ca,www.livingforestinstitute.ca
764281481RR0001,5,C,C170-1,COWICHAN ESTUARY NATURE CENTRE SOCIETY,Cowichan Estuary Nature Centre Society,2019-02-04,1,1845 COWICHAN BAY RD,COWICHAN BAY,BC,V0R1N0,CA,,,
764478939RR0001,3,C,C170-1,FRIENDS OF WOODHAVEN NATURE CONSERVANCY SOCIETY,Friends of Woodhaven Nature Conservancy Society,2021-01-01,1,989 MARANDA CRT,KELOWNA,BC,V1W2N9,CA,,,www.friendsofwoodhaven.ca/
765718309RR0001,1,C,C170-1,Escarpment Corridor Alliance,Escarpment Corridor Alliance,2023-09-15,1,64 HURONTARIO ST,COLLINGWOOD,ON,L9Y2L6,CA,,,https://myescarpment.ca
766569479RR0001,3,C,C170-1,ELK VALLEY REGIONAL LAND TRUST SOCIETY,Elk Valley Regional Land Trust Society,2022-05-26,1,21 ALPINE TRAIL CRES,FERNIE,BC,V0B1M5,CA,,info@elkvalleylandtrust.org,www.elkvalleylandtrust.org/
767014889RR0001,3,C,C170-99,London Environmental Institute,London Environmental Institute,2021-01-01,1,PO BOX 25054 STN LONDON,LONDON,ON,N6C6A8,CA,(226)700-6945,hello@londonenvironment.net,www.londonenvironment.net
768362147RR0001,2,B,C170-1,The Dragonfly Fund,The Dragonfly Fund,2022-01-01,1,2400 - 333 BAY ST,TORONTO,ON,M5H2T6,CA,,,
769959081RR0001,3,C,C170-1,South Shore Joint Initiative,South Shore Joint Initiative,2021-04-01,1,"2084 COUNTY RD 1, RR 1",BLOOMFIELD,ON,K0K1G0,CA,,southshoreji@gmail.com,www.ssji.ca
771658465RR0001,2,C,C170-99,CANADIAN CENTRE FOR RURAL CREATIVITY (CCRC),Canadian Centre for Rural Creativity (CCRC) Centre canadien pour la ruralité créative (CCRC),2022-11-17,1,34 DIXON AVE,TORONTO,ON,M4L1N3,CA,(226)501-4094,info@ruralcreativity.ca,www.ruralcreativity.org/
772087086RR0001,1,C,C170-99,Vegan Society of Canada,Vegan Society of Canada,2024-04-19,1,846 - 2967 DUNDAS ST W,TORONTO,ON,M6P1Z2,CA,(188)898-3426,info@vegancanada.org,www.vegancanada.org
772689949RR0001,4,C,C170-1,CULTUS LAKE STEWARDSHIP SOCIETY,Cultus Lake Stewardship Society,2021-05-27,1,4222 COLUMBIA VALLEY RD,CULTUS LAKE,BC,V2R5B6,CA,,ernie.vance@cultusstewards.ca,www.cultusstewards.ca
772901401RR0001,3,C,C170-1,Conservation Perkins-sur-le-lac,Conservation Perkins-sur-le-lac,2022-07-01,1,202 - 174 STANLEY AVE,OTTAWA,ON,K1M1P1,CA,,,accordion-sheep-arhy.squarespace.com
774049340RR0001,2,C,C170-1,Biosphere Eco-Cities Canada,Biosphere Eco-Cities Canada,2022-10-28,1,2203 ALTA VISTA DRIVE,OTTAWA,ON,K1H7L9,CA,,,
774422281RR0001,5,C,C170-1,FIRST NATIONS FISHERIES CHARITY FUND SOCIETY,First Nations Fisheries Charity Fund Society,2019-05-15,1,320 - 1200 73RD AVE W,VANCOUVER,BC,V6P6G5,CA,,karl@fnfisheriescouncil.ca,
774716500RR0001,1,C,C170-99,OCEANLAND FOUNDATION,Oceanland Foundation,2023-09-21,1,300 - 1208 PENDER ST W,VANCOUVER,BC,V6E2S8,CA,,,
774719942RR0001,1,C,C170-2,CALGARY CLIMATE HUB ASSOCIATION,Calgary Climate Hub Association,2023-04-26,1,"310 - 223 12 AVE SW, BOX 37",CALGARY,AB,T2R0G9,CA,(825)413-1555,Treasurer@calgaryclimatehub.ca,www.calgaryclimatehub.ca
775352206RR0001,1,C,C170-1,Corvus Centre for Conservation Policy,Corvus Centre for Conservation Policy,2023-04-18,1,105 - 11500 29 ST SE,CALGARY,AB,T2Z3W9,CA,(403)835-4891,info@corvus.ca,www.corvus.ca
777143876RR0001,5,C,C170-99,FRIENDS OF THE SASKATOON AFFORESTATION AREAS INC.,FRIENDS OF THE SASKATOON AFFORESTATION AREAS INC.,2019-10-08,1,210 APPLEBY CRT,SASKATOON,SK,S7M4B2,CA,,,stbarbebaker.wordpress.com
777867292RR0001,8,C,C170-1,CONSERVATION LAKEFIELD,Conservation Lakefield,2016-02-08,2,34 RUE DU TOUR-DU-LAC,GORE,QC,J0V1K0,CA,,info@conservationlakefield.ca,
778151803RR0001,1,C,C170-5,Be Earth Foundation,Be Earth Foundation,2023-01-23,1,918 - 614 LAKE ST,ST CATHARINES,ON,L2N6P6,CA,,,
779293497RR0001,6,C,C170-1,Éco-corridors laurentiens,Éco-corridors laurentiens,2018-04-01,2,517 RUE SAINT-GEORGES,SAINT-JEROME,QC,J7Z5B6,CA,,,
779494087RR0001,3,C,C170-3,YAACAN - YOUNG AFRICANS AND CANADIANS ACTING NOW,YAACAN - Young Africans and Canadians Acting Now,2019-05-08,1,610 - 123 SLATER ST,OTTAWA,ON,K1P5H2,CA,,mira@yaacan.org,
780362109RR0001,1,B,C170-2,Capture Carbon Canada Foundation,Capture Carbon Canada Foundation,2022-01-01,1,403 LAUREL GATE DR,WATERLOO,ON,N2T2S6,CA,,,www.capturecarbon.ca
782492474RR0001,4,B,C170-99,11504690 CANADA FOUNDATION,11504690 Canada Foundation,2019-10-28,1,9 ALFA STREET,NEPEAN,ON,K2J3S5,CA,,josh_juneau@hotmail.com,
783234123RR0001,8,C,C170-1,PLASTIC BANK FOUNDATION (CANADA),Plastic Bank Foundation (Canada),2016-05-01,1,1642 - 329 HOWE ST,VANCOUVER,BC,V6C3N2,CA,(778)384-6575,DAVID@PLASTICBANK.ORG,SOCIALPLASTIC.ORG
783318546RR0001,3,C,C170-1,LaHave Coastal Conservation Association,LaHave Coastal Conservation Association,2021-10-29,1,"711 MOUNT PLEASANT RD, RR 1",PLEASANTVILLE,NS,B0R1G0,CA,,support@lahavecoastal.ca,
783784002RR0001,3,B,C170-2,PLANET FOR ENVIRONMENTAL PEACE,Planet for Environmental Peace,2021-05-24,1,40 HILLDALE RD,YORK,ON,M6N3Y2,CA,,,www.planetforpeace.ca/
784811143RR0001,2,B,C170-1,Centre for Northern Conservation,Centre for Northern Conservation,2022-04-01,1,6600 - 40 KING ST W,TORONTO,ON,M5H3S1,CA,,,
785630278RR0001,2,C,C170-1,One School One Farm Shelterbelt Project,One School One Farm Shelterbelt Project,2022-03-03,1,825 AVENUE F N,SASKATOON,SK,S7L1W6,CA,(306)291-3877,info@oneschoolonefarm.com,oneschoolonefarm.com/
786588079RR0001,3,C,C170-1,SAVE ESTUARY LAND SOCIETY,Save Estuary Land Society,2021-03-27,1,1750 ADMIRAL TRYON BLVD,PARKSVILLE,BC,V9P2V2,CA,,saveestuaryland@gmail.com,savefrenchcreekestuaryland.ca
787605211RR0001,2,C,C170-2,Collectivités ZéN Outaouais,Collectivités ZéN Outaouais,2023-10-03,2,178 CH H.-ZURENSKI,VAL-DES-MONTS,QC,J8N5J2,CA,,collectivites.zen.outaouais@pourlatransitionenergetique.org,
787972710RR0001,3,C,C170-1,Fondation CO2 Capture/CO2 Capture Foundation,Fondation CO2 Capture/CO2 Capture Foundation,2019-07-19,2,"2828, BOULEVARD LAURIER, TOUR 1, 12E ETAGE",QUEBEC,QC,G1V0B9,CA,,Serge.Lebel@bcf.ca,
788115673RR0001,3,C,C170-99,4MILE CREEK ENHANCEMENT SOCIETY,4Mile Creek Enhancement Society,2022-02-14,1,"16967 PARKINSON ROAD, GD",PORT RENFREW,BC,V0S1K0,CA,(236)362-0067,,
788622348RR0001,1,C,C170-1,Save the Jungle,Save the Jungle,2021-01-26,1,53 - 601 SHORELINE DR,MISSISSAUGA,ON,L5B4K7,CA,,,
789123072RR0001,2,C,C170-1,TATLAYOKO FIELD STATION SOCIETY,Tatlayoko Field Station Society,2022-07-18,1,PO BOX 10,TATLAYOKO LAKE,BC,V0L1W0,CA,(250)476-1172,info@tatlayokofieldstation.org,www.tatlayokofieldstation.org
789683943RR0001,3,C,C170-1,CASTILLEJA CONSERVATION SOCIETY,Castilleja Conservation Society,2021-01-22,1,2130 KINGS RD,VICTORIA,BC,V8R2P9,CA,(250)592-8752,castilleja.con@gmail.com,
791148497RR0001,8,C,C170-1,Nature-Avenir,Nature-Avenir,2016-04-14,2,101 - 180 RUE SAINT-DAMASE,DRUMMONDVILLE,QC,J2B6G9,CA,,,
792839482RR0001,3,C,C170-1,2degres.org,2degres.org,2018-05-08,2,157 RUE DES ANCETRES,RIMOUSKI,QC,G0L1B0,CA,,,
792947012RR0001,1,B,C170-1,GREENOUGH AND NORTH BRUCE WILDERNESS ALLIANCE INC.,Greenough and North Bruce Wilderness Alliance Inc.,2023-11-01,1,130 FOXRIDGE DR,ANCASTER,ON,L9G5B9,CA,,,
793069337RR0001,1,C,C170-1,EcoSikh Canada Incorporated,ECOSIKH CANADA INCORPORATED,2020-11-02,1,1 - 3490 NINTH CONCESSION RD,PICKERING,ON,L1Y0A6,CA,,,
793924275RR0001,4,C,C170-1,STEWARDS OF THE LITTLE CAMPBELL RIVER SOCIETY,STEWARDS OF THE LITTLE CAMPBELL RIVER SOCIETY,2020-01-01,1,510 - 14588 MCDOUGALL DR,SURREY,BC,V4P0H1,CA,(604)385-1246,SLCRScharity@shaw.ca,
794957811RR0001,1,C,C170-1,Fiducie de conservation du ruisseau 53,Fiducie de conservation du ruisseau 53,2023-01-01,1,CP 220,HUDSON HEIGHTS,QC,J0P1J0,CA,,communication@creek53.org,www.creek53.org
796969301RR0001,3,C,C170-1,KIYOOKA LAND TRUST FOUNDATION,Kiyooka Land Trust Foundation,2022-03-04,1,PO BOX 406,VALEMOUNT,BC,V0E2Z0,CA,,kiyookalandtrust@gmail.com,www.kiyookalandtrust.org
797767001RR0001,3,C,C170-1,FRIENDS OF CEDARVALE FOCP,Friends of Cedarvale Park and Ravine (FOCP),2022-03-25,1,202 WYCHWOOD AVE,YORK,ON,M6C2T3,CA,,,
797968526RR0001,1,C,C170-1,Fondation Limnol Foundation,Fondation Limnol Foundation,2016-05-11,2,530 RUE DES PLAINES,SAINT-ANDRE-D'ARGENTEUIL,QC,J0V1X0,CA,,,
799293485RR0001,6,C,C170-1,L'association pour la protection de l'environnement du lac Stukely inc.,L'Association pour la Protection de l'Environnement du Lac Stukely inc.,2018-04-01,2,16 CHEMIN DES OBLATS,EASTMAN,QC,J0E1P0,CA,,,
799595467RR0001,3,C,C170-1,Fondation Uapishka,Fondation Uapishka,2021-08-16,2,31 AV MARQUETTE,BAIE-COMEAU,QC,G4Z1K4,CA,(418)296-1517,,
800625469RR0001,5,C,C170-1,Athabasca Watershed Council,Athabasca Watershed Council,2019-04-01,1,PO BOX 1058 STN MAIN,ATHABASCA,AB,T9S2A8,CA,,,
800994675RR0001,8,C,C170-1,"Compagnons de la Pointe Rouge, inc. Friends of Pointe Rouge, inc.","Compagnons de la Pointe Rouge, Inc. Friends of Pointe Rouge, Inc.",2016-01-01,2,794 DUNLOE AVE,OTTAWA,ON,K1K0K4,CA,(613)747-0402,JOHN.LEGGAT@GMAIL.COM,WWW.PARCLANGUEDOC.ORG
801301714RR0001,10,C,C170-1,LAKE WINDERMERE AMBASSADORS SOCIETY,Lake Windermere Ambassadors Society,2014-06-27,1,POST OFFICE BOX 601,INVERMERE,BC,V0A1K0,CA,(250)341-6898,INFO@LAKEAMBASSADORS.CA,WWW.LAKEAMBASSADORS.CA
801430307RR0001,9,C,C170-1,Finance Engage Sustain Financer Engager Soutenir,Finance Engage Sustain / Financer Engager Soutenir,2016-08-04,1,300 - 192 SPADINA AVE,TORONTO,ON,M5T2C2,CA,(416)786-8938,steve@fesplanet.org,FESPLANET.ORG
801685611RR0001,5,C,C170-1,JUNCTION CREEK STEWARDSHIP COMMITTEE INC.,Junction Creek Stewardship Committee Inc.,2019-01-07,1,B4 - 30 STE. ANNE RD,SUDBURY,ON,P3C5E1,CA,,,
801879719RR0001,11,C,C170-1,METRO EAST ANGLERS INC.,Metro East Anglers Inc.,2012-03-19,1,"75 SANS SOUCI RD, RR 3",NAPANEE,ON,K7R3K8,CA,(905)427-2044,BRUCE.BURT2@SYMPATICO.CA,WWW.METROEASTANGLERS.COM
802579854RR0001,11,C,C170-1,Regroupement pour la Pérennité de L'Ile Verte,Regroupement pour la pérennité de l'Ile Verte,2010-11-26,2,804 - 1625 RUE CLARK,MONTREAL,QC,H2X2R4,CA,(514)284-3248,ALINE.GRENON@GMAIL.COM,WWW.NOTREILEVERTE.ORG
802617316RR0001,4,C,C170-1,BC Small Wetlands Association,BC SMALL WETLANDS ASSOCIATION,2020-12-03,1,1978 PLEASANT VALLEY RD,ARMSTRONG,BC,V0E1B2,CA,(250)546-5021,bacraven@telus.net,smallwetlands.com
803245943RR0001,11,C,C170-1,MILK RIVER WATERSHED COUNCIL CANADA,Milk River Watershed Council Canada,2009-06-09,1,PO BOX 313,MILK RIVER,AB,T0K1M0,CA,,,
803451848RR0001,3,C,C170-1,COLUMBIA LAKE STEWARDSHIP SOCIETY,Columbia Lake Stewardship Society,2021-08-10,1,4441 CEDAR BAY,FAIRMONT HOT SPRINGS,BC,V0B1L2,CA,,columbialakess@shaw.ca,www.columbialakess.com
803498682RR0001,5,C,C170-1,Fondation de Conservation de l'île du Canard Blanc.,Fondation de conservation de l'île du Canard Blanc,2013-07-29,2,"280, CHEMIN DE LA BAIE-YELLE",LAC SIMON,QC,J0V1E0,CA,(819)428-7248,,
804821387RR0001,9,C,C170-1,HÉRITAGE PLEIN AIR DU NORD,Héritage Plein air du Nord,2015-07-31,2,8 CH DES TOURNESOLS,SAINTE-ANNE-DES-LACS,QC,J0R1B0,CA,(514)669-2869,HERITAGEDUNORD@GMAIL.COM,WWW.HERITAGEDUNORD.ORG
805114873RR0001,10,C,C170-1,Action Chelsea pour le respect de l'environnement (ACRE)/Action Chelsea for the respect of the environment (ACRE),Action Chelsea pour le respect de l'environnement (ACRE),2011-01-01,1,"64, CHEMIN JUNIPER, C.P. 1775",CHELSEA,QC,J9B1A1,CA,(819)827-4092,amberduncan@live.ca,www.naturechelsea.ca
805849916RR0001,11,C,C170-1,THE LAND BETWEEN,The Land Between,2013-01-22,1,"3014 KASHAGAWIGAMOG LAKE ROAD, PO BOX 1368",HALIBURTON,ON,K0M1S0,CA,(705)457-4838,manager@thelandbetween.ca,www.thelandbetween.ca
805979424RR0001,10,C,C170-1,SURFRIDER FOUNDATION CANADA CHAPTERS,SURFRIDER FOUNDATION CANADA CHAPTERS,2002-11-12,1,PO BOX 35015 RPO HILLSIDE,VICTORIA,BC,V8T5G2,CA,(949)492-8170,info@surfrider.ca,https://surfrider.ca
806160065RR0001,8,C,C170-1,Organisme de Bassin Versant Lac-Saint-Jean,Organisme de Bassin Versant Lac-Saint-Jean,2016-06-09,2,1013 RUE DU CENTRE-SPORTIF,NORMANDIN,QC,G8M4L7,CA,,,
806422630RR0001,5,C,C170-99,The Starfish Environmental Society,The Starfish Environmental Society,2019-04-01,1,PO BOX 35089 RPO HILLSIDE,VICTORIA,BC,V8T5G2,CA,,hello@thestarfish.ca,thestarfish.ca
806470746RR0001,10,C,C170-99,ASSOCIATION POUR LA PROTECTION DU BOISE SAINTE-DOROTHEE,ASSOCIATION POUR LA PROTECTION DU BOISE SAINTE-DOROTHEE,2006-02-14,2,6600 29E AV,LAVAL,QC,H7R3M3,CA,(450)719-0544,DG@APBSD.ORG,BOISESAINTEDOROTHEE.ORG
806962353RR0001,10,C,C170-1,GREEN THUMBS GROWING KIDS,Green Thumbs Growing Kids,2009-08-28,1,"3RD FLOOR, 585 DUNDAS STREET EAST",TORONTO,ON,M5A2B7,CA,(647)348-5437,SUNDAY@GREENTHUMBSTO.ORG,GREENTHUMBSTO.ORG
807168182RR0001,3,C,C170-1,Pôle d'excellence en récréotourisme en Outaouais,Pôle d'excellence en récréotourisme en Outaouais,2021-06-03,2,"295 MONTEE DU, LAC-DES-TRENTE-ET-UN-MILLES",BOUCHETTE,QC,J0X1E0,CA,,,
807820956RR0001,9,C,C170-1,THE CHILDREN'S CLEAN AIR NETWORK SOCIETY,The Children's Clean Air Network Society,2010-07-31,1,49 HILLWOOD CRES,HALIFAX,NS,B3M1J5,CA,(902)456-2550,RON@IDLEFREE.ORG,WWW.IDLEFREE.ORG
808060776RR0001,8,C,C170-1,ACTION BASSINS VERSANTS BROMONT,Action Bassins Versants Bromont,2016-03-16,2,102 - 201 RUE CHAMPLAIN,BROMONT,QC,J2L3B2,CA,,,
808172829RR0001,3,C,C170-1,NIAGARA ESCARPMENT BIOSPHERE INCORPORATED,Niagara Escarpment Biosphere Incorporated,2009-06-23,1,751 COULSON AVENUE,MILTON,ON,L9T4J3,CA,(905)299-4427,RICHARD.MURZIN@ESCARPMENTFUND.CA,WWW.ESCARPMENTFUND.CA
808638050RR0001,6,C,C170-1,BRANT LAND TRUST,Brant Land Trust,2018-02-28,1,"17 OXBOW LANE,",BRANTFORD,ON,N3T5L6,CA,,,
809488448RR0001,11,C,C170-1,GREEN TEAMS OF CANADA,Green Teams of Canada,2013-10-28,1,218 - 676 6TH AVE W,VANCOUVER,BC,V5Z1A3,CA,,,
809646003RR0001,10,C,C170-1,SECHELT GROVES SOCIETY,Sechelt Groves Society,2011-05-16,1,7000 SECHELT INLET RD,SECHELT,BC,V7Z0P1,CA,(604)885-5766,rdarcy@telus.net,secheltgroves.com
809966856RR0001,2,C,C170-1,PUITS BLANC,Puits Blanc / Pozo Blanco,2010-08-05,2,4900.19 JILLES COUKU,SHERBROOKE,QC,J1N0N6,CA,(819)612-1016,,
810189407RR0001,11,C,C170-1,South Shore Watershed Association Inc.,South Shore Watershed Association Inc.,2013-01-14,1,PO BOX 123,CRAPAUD,PE,C0A1J0,CA,(902)620-4701,LEELEE_42@YAHOO.COM,WWW.SSWA.CA
810198374RR0001,8,C,C170-1,PLANTA! - PLANTLIFE CONSERVATION SOCIETY,Planta! - Plantlife Conservation Society,2016-04-13,1,11733 GRAVES ST,MAPLE RIDGE,BC,V2X7R6,CA,(778)968-7537,INFO@PLANTA.NGO,WWW.PLANTA.NGO
810236273RR0001,11,C,C170-1,FRASER VALLEY WATERSHEDS COALITION,FRASER VALLEY WATERSHEDS COALITION,2010-08-10,1,45950 CHEAM AVENUE,CHILLIWACK,BC,V2P1N6,CA,(604)791-2235,INFO@FVWC.CA,WWW.FVWC.CA
810304576RR0001,9,C,C170-1,PurNat,PurNat,2014-10-10,2,"100, CH. DES ERABLES",SAINT-JEAN-D'ORLEANS,QC,G0A3W0,CA,,,
810739185RR0001,3,C,C170-1,ALTERNATIVE LAND USE SERVICES (ALUS) NORFOLK,Alternative Land Use Services (Alus) Norfolk,2021-08-20,1,40 RADICAL RD,SIMCOE,ON,N3Y4K2,CA,(519)420-8127,alusnorfolk@alus.ca,alus.ca/alus_community/alus-norfolk/
810978791RR0001,9,C,C170-1,Société de conservation du Mont Brome,Société de conservation du Mont Brome,2015-05-22,2,CP 95 SUCC BUREAU-CHEF,BROMONT,QC,J2L1A9,CA,,,
811018118RR0001,1,C,C170-3,QUEST - Quality Urban Energy Systems of Tomorrow/QUEST - Systèmes d'énergie de qualité pour les villes de demain,QUEST - Quality Urban Energy Systems of Tomorrow/QUEST - Systèmes d'énergie de qualité pour les villes de demain,2023-07-18,1,1220 - 350 ALBERT ST,OTTAWA,ON,K1R1A4,CA,(866)494-2770,ofatoki@questcanada.org,poweredbycommunities.ca
811512680RR0001,10,C,C170-1,Canadian Society for the Protection of Nature in Israel/ La Société canadienne pour la protection de la nature en Israël,Canadian Society for the Protection of Nature in Israel/ La Société canadienne pour la protection de la nature en Israël,2012-05-14,1,3 - 2 ROWLEY AVE,TORONTO,ON,M4P2S8,CA,(416)361-1982,,
811921501RR0001,11,C,C170-1,ONTARIOGREEN CONSERVATION ASSOCIATION,Ontariogreen Conservation Association,2012-07-14,1,3150 CULP RD,JORDAN STATION,ON,L0R1S0,CA,(905)964-8554,ontariogreenca@gmail.com,WWW.ONTARIOGREEN.CA
811966324RR0001,8,C,C170-1,ALUS Canada,ALUS Canada,2017-01-09,1,555 - 2938 DUNDAS ST W,TORONTO,ON,M6P1Y8,CA,(416)999-7985,IBISHOP@ALUS.CA,ALUS.CA
812044170RR0001,8,C,C170-1,ASSINIBOINE FOOD FOREST INCORPORATED,Assiniboine Food Forest Incorporated,2016-07-29,1,1735 ROSSER AVE E,BRANDON,MB,R7A7J2,CA,,,
812469260RR0001,3,C,C170-1,FONDATION DES PETITS PAS,Fondation des petits Pas,2010-08-24,2,12 RUE DE LA MONTAGNE,FOSSAMBAULT-SUR-LE-LAC,QC,G3N0N2,CA,,,
813412087RR0001,7,C,C170-1,FRIENDS OF SHOAL HARBOUR SANCTUARY ON THE SALISH SEA : IMPORTANT BIRD AREA SOCIETY,Friends of Shoal Harbour Sanctuary ON The Salish Sea: Important Bird Area Society,2017-05-31,1,11166 WILLOW RD,NORTH SAANICH,BC,V8L5K6,CA,(250)655-0295,BOBPEART@SHAW.CA,WWW.SHOALHARBOUR.COM
813713971RR0001,9,C,C170-1,THE SOCIETY FOR THE ENHANCEMENT OF WILD SALMON STOCKS WSU,The Society for the Enhancement of Wild Salmon Stocks WSU,2015-10-13,1,9378 CABOT TRAIL,MARGAREE,NS,B0E1Y0,CA,(902)248-2466,WILDSALMONUNLIMITED@GMAIL.COM,WWW.WILDSALMONUNLIMITED.COM
814722542RR0001,11,C,C170-1,LEAVE NO TRACE CANADA/SANS TRACE CANADA,Leave No Trace Canada/Sans Trace Canada,2007-05-21,2,7333 RUE SAINT-DENIS,MONTREAL,QC,H2R2E5,CA,(450)665-9343,INFO@SANSTRACE.CA,WWW.SANSTRACE.CA
814883930RR0001,11,C,C170-1,LIGHTS OUT CANADA INC.,Lights Out Canada Educational Program Incorporated,2013-10-04,1,821 GEORGIA PLACE,PARKSVILLE,BC,V9P1S1,CA,(250)248-5250,,
815590914RR0001,11,C,C170-1,Association pour la protection des milieux humides de la Cumberland,Association pour la protection des milieux humides de la Cumberland,2011-10-19,2,517 ROUTE TAYLOR,ST-GEORGES,QC,G5Y5C2,CA,,,
815686043RR0002,2,C,C170-99,FRIENDS OF THE MUSKOKA WATERSHED,Friends of the Muskoka Watershed,2022-09-02,1,PO BOX 416 STN MAIN,BRACEBRIDGE,ON,P1L1T7,CA,(705)640-0948,friends@fotmw.org,www.fotmw.org
815761556RR0001,10,C,C170-1,THE METCHOSIN FOUNDATION,The Metchosin Foundation,2009-09-24,1,4430 HAPPY VALLEY RD,VICTORIA,BC,V9C3Z3,CA,(250)474-3817,METCHOSINFOUNDATION@GMAIL.COM,METCHOSINFOUNDATION.CA
815852348RR0001,11,C,C170-1,WATERLOO REGION GREEN SOLUTIONS,Waterloo Region Green Solutions,2009-01-01,1,20 MILL STREET,KITCHENER,ON,N2G2Y3,CA,(519)744-6583,INFO@REEPGREEN.CA,WWW.REEPGREEN.CA
816023824RR0001,1,C,C170-1,GREENHERE: COMMUNITY REFORESTATION AND GREENING INITIATIVES,Greenhere: Community Reforestation and Greening Initiatives,2010-01-01,1,284 SALEM AVE,TORONTO,ON,M6H3C7,CA,(416)901-2006,INFO@GREENHERE.CA,WWW.GREENHERE.CA
816194724RR0001,7,C,C170-1,FRIENDS OF BLACK MOUNTAIN / SNTSK'IL'NTON SOCIETY,Friends of Black Mountain / SNTSK'IL'NTON Society,2017-05-02,1,3110 WALNUT ST,KELOWNA,BC,V1W3T7,CA,(250)762-6941,IANPOOLEY@SHAW.CA,FRIENDSOFBLACKMOUNTAIN.COM
816315691RR0001,11,C,C170-1,Kensington North Watersheds Association Ltd.,Kensington North Watersheds Association Ltd.,2011-10-28,1,PO BOX 187,KENSINGTON,PE,C0B1M0,CA,(902)439-8878,KENSINGTONNORTHWATERSHED@GMAIL.COM,WWW.KNWSA.COM
818085524RR0001,8,C,C170-1,Organisation agricole de solidarité urbaine et rurale,Organisation agricole de solidarité urbaine et rurale,2016-03-21,2,6411 RUE BEURLING,VERDUN,QC,H4H1E2,CA,(514)766-1688,INFO.OASUR@GMAIL.COM,WWW.OASUR.ORG
818663940RR0001,11,C,C170-1,HOPE MOUNTAIN CENTRE FOR OUTDOOR LEARNING SOCIETY,Hope Mountain Centre for Outdoor Learning Society,2009-06-23,1,PO BOX 115,HOPE,BC,V0X1L0,CA,(604)869-9757,MIKE@MILLARS.CA,WWW.HOPEMOUNTAIN.ORG
818738064RR0001,10,C,C170-1,Saskatchewan Riverkeeper,Saskatchewan Riverkeeper,2010-03-22,1,15625 WHITEMUD ROAD,EDMONTON,AB,T6H4N3,CA,(780)916-2504,PHYSIQUEFITNESS@TELUS.NET,WWW.SASKRIVERKEEPER.CA
818976110RR0001,11,C,C170-1,CANADA (EATS) ECOLOGICAL AGRICULTURAL TRUST SOCIETY,CANADA (EATS) ECOLOGICAL AGRICULTURAL TRUST SOCIETY,2011-04-18,1,300 - 1208 PENDER ST W,VANCOUVER,BC,V6E2S8,CA,,,
819185299RR0001,10,C,C170-1,MAGNETAWAN WATERSHED LAND TRUST,Magnetawan Watershed Land Trust,2010-01-01,1,"51 KING WILLIAM ROAD,, PO BOX 300018",HUNTSVILLE,ON,P1H0B5,CA,(705)783-1772,MAGNETAWANWLT@GMAIL.COM,WWW.MWLT.ORG
819350869RR0001,11,C,C170-1,Conseil du bassin versant de la région de Vaudreuil-Soulanges,Conseil du bassin versant de la région de Vaudreuil-Soulanges,2013-05-09,2,13 RUE SAINTE-CATHERINE,SAINT-POLYCARPE,QC,J0P1X0,CA,(450)216-0707,dg@cobaver-vs.org,www.cobaver-vs.org
819593070RR0001,10,C,C170-1,BONNECHERE RIVER WATERSHED PROJECT,BONNECHERE RIVER WATERSHED PROJECT,2006-01-01,1,26 PUCKER ST,RENFREW,ON,K7V3Z9,CA,(613)432-9439,FOX@REMC.IGS.NET,CHAIR@BONNECHERERIVER.CA
820606531RR0001,4,C,C170-99,COLUMBIA SHUSWAP INVASIVE SPECIES SOCIETY,COLUMBIA SHUSWAP INVASIVE SPECIES SOCIETY,2020-01-01,1,"101A SECOND ST EAST, PO BOX 2853",REVELSTOKE,BC,V0E2S0,CA,,,
820624476RR0001,11,C,C170-1,RED DEER RIVER WATERSHED ALLIANCE SOCIETY,Red Deer River Watershed Alliance Society,2010-04-01,1,4918-59 STREET,RED RIVER,AB,T4N2N1,CA,(403)340-7379,INFO@RDRWA.CA,WWW.RDRWA.CA
